29.825000	-26.475000
54.425000	-27.025000
45.275000	-35.225000
48.025000	-39.025000
44.125000	-35.475000
42.275000	-39.175000
34.275000	-33.075000
49.325000	-35.475000
41.975000	-32.775000
40.525000	-35.125000
39.025000	-34.375000
30.175000	-33.625000
49.425000	-23.775000
44.325000	-32.175000
50.775000	-20.275000
45.375000	-27.675000
51.025000	-29.925000
41.525000	-30.725000
30.475000	-27.525000
39.275000	-38.625000
51.875000	-23.175000
33.625000	-31.075000
29.425000	-36.225000
44.075000	-36.975000
53.475000	-28.275000
49.675000	-39.775000
45.075000	-30.075000
49.725000	-21.425000
48.875000	-26.875000
54.275000	-22.725000
49.225000	-38.825000
40.175000	-31.825000
38.225000	-36.275000
38.525000	-37.575000
48.325000	-23.875000
48.475000	-24.875000
39.975000	-35.875000
29.675000	-26.675000
43.125000	-32.425000
48.675000	-29.275000
32.975000	-35.525000
45.475000	-31.975000
30.925000	-38.025000
34.875000	-36.975000
48.425000	-25.025000
45.275000	-28.925000
50.325000	-37.575000
48.325000	-24.675000
50.075000	-36.525000
53.625000	-35.825000
29.925000	-34.975000
31.825000	-28.325000
50.675000	-27.875000
51.725000	-35.025000
31.875000	-33.525000
52.075000	-20.975000
48.175000	-22.575000
52.475000	-32.825000
44.875000	-26.725000
33.325000	-36.525000
33.725000	-38.475000
48.275000	-23.975000
46.425000	-37.225000
29.475000	-25.525000
43.125000	-32.525000
31.925000	-29.325000
43.825000	-33.075000
40.475000	-38.375000
47.925000	-38.025000
49.475000	-23.625000
52.475000	-33.825000
53.925000	-36.875000
50.275000	-29.475000
32.125000	-35.525000
43.475000	-31.125000
32.275000	-30.325000
31.525000	-37.675000
33.775000	-35.175000
52.125000	-24.175000
49.725000	-32.275000
48.875000	-36.775000
48.475000	-26.025000
48.725000	-27.925000
31.725000	-31.625000
50.925000	-25.425000
39.275000	-35.375000
29.375000	-27.775000
46.025000	-25.475000
29.525000	-32.925000
48.825000	-32.175000
53.275000	-20.725000
54.025000	-37.875000
46.275000	-30.775000
53.725000	-33.625000
35.525000	-32.825000
42.675000	-31.575000
42.125000	-36.875000
53.775000	-26.925000
47.025000	-24.225000
52.475000	-36.025000
33.275000	-37.575000
33.975000	-30.975000
45.425000	-32.975000
50.575000	-31.675000
38.125000	-35.575000
31.575000	-28.425000
50.025000	-22.375000
47.325000	-25.125000
52.225000	-31.325000
34.025000	-39.025000
49.925000	-30.075000
47.425000	-29.575000
50.075000	-34.325000
50.025000	-24.325000
46.675000	-25.025000
41.625000	-34.925000
34.475000	-39.525000
53.675000	-21.675000
53.325000	-24.975000
48.725000	-29.225000
28.625000	-32.125000
46.725000	-31.725000
45.775000	-36.175000
29.375000	-30.775000
30.675000	-29.575000
39.725000	-37.325000
30.725000	-28.525000
40.725000	-32.875000
30.125000	-39.175000
53.425000	-31.575000
31.875000	-31.975000
45.325000	-34.225000
29.925000	-37.975000
50.125000	-33.275000
54.525000	-31.375000
35.725000	-37.075000
52.075000	-39.275000
31.375000	-38.925000
28.975000	-39.425000
49.075000	-31.325000
50.225000	-27.875000
49.975000	-22.525000
54.475000	-38.825000
39.325000	-36.375000
51.625000	-38.325000
52.925000	-34.775000
40.125000	-34.125000
45.525000	-38.475000
49.175000	-37.775000
50.025000	-33.825000
48.375000	-28.175000
30.275000	-31.775000
34.225000	-35.275000
48.825000	-27.025000
47.575000	-22.975000
53.275000	-21.225000
41.725000	-31.475000
53.925000	-36.725000
44.375000	-38.725000
54.825000	-21.475000
41.375000	-33.925000
40.525000	-39.525000
54.125000	-34.525000
51.025000	-39.525000
52.575000	-26.175000
36.625000	-34.825000
49.575000	-26.075000
28.675000	-26.725000
37.375000	-38.375000
50.575000	-35.225000
33.525000	-34.275000
33.575000	-31.325000
44.925000	-34.875000
45.675000	-36.625000
43.325000	-35.225000
42.675000	-31.475000
40.975000	-37.075000
32.275000	-39.425000
49.625000	-27.925000
47.375000	-32.775000
33.275000	-37.275000
51.075000	-29.825000
28.525000	-37.475000
42.275000	-37.325000
28.775000	-36.225000
53.275000	-23.975000
48.325000	-28.225000
29.175000	-31.875000
40.525000	-36.175000
35.575000	-38.725000
31.125000	-34.725000
30.525000	-36.025000
52.075000	-27.275000
35.725000	-36.075000
31.125000	-30.425000
41.825000	-31.225000
